date,day,dayType,dtDesc
1325376e3,Sun,14,Christmas Day / New Years Day
1325462400,Mon,7,First day of week - school holiday
1325548800,Tues,9,Middle of week - school holiday
1325635200,Wed,9,Middle of week - school holiday
1325721600,Thurs,9,Middle of week - school holiday
1325808e3,Fri,4,Last working day of normal week
1325894400,Sat,5,Saturday
1325980800,Sun,6,Sunday
1326067200,Mon,0,First working day of normal week
1326153600,Tues,1,Normal working Tuesday
132624e4,Wed,2,Normal working Wednesday
1326326400,Thurs,3,Normal working Thursday
1326412800,Fri,4,Last working day of normal week
1326499200,Sat,5,Saturday
1326585600,Sun,6,Sunday
1326672e3,Mon,0,First working day of normal week
1326758400,Tues,1,Normal working Tuesday
1326844800,Wed,2,Normal working Wednesday
1326931200,Thurs,3,Normal working Thursday
1327017600,Fri,4,Last working day of normal week
1327104e3,Sat,5,Saturday
1327190400,Sun,6,Sunday
1327276800,Mon,0,First working day of normal week
1327363200,Tues,1,Normal working Tuesday
1327449600,Wed,2,Normal working Wednesday
1327536e3,Thurs,3,Normal working Thursday
1327622400,Fri,4,Last working day of normal week
1327708800,Sat,5,Saturday
1327795200,Sun,6,Sunday
1327881600,Mon,0,First working day of normal week
1327968e3,Tues,1,Normal working Tuesday
1328054400,Wed,2,Normal working Wednesday
1328140800,Thurs,3,Normal working Thursday
1328227200,Fri,4,Last working day of normal week
1328313600,Sat,5,Saturday
13284e5,Sun,6,Sunday
1328486400,Mon,0,First working day of normal week
1328572800,Tues,1,Normal working Tuesday
1328659200,Wed,2,Normal working Wednesday
1328745600,Thurs,3,Normal working Thursday
1328832e3,Fri,4,Last working day of normal week
1328918400,Sat,5,Saturday
1329004800,Sun,6,Sunday
1329091200,Mon,0,First working day of normal week
1329177600,Tues,1,Normal working Tuesday
1329264e3,Wed,2,Normal working Wednesday
1329350400,Thurs,3,Normal working Thursday
1329436800,Fri,4,Last working day of normal week
1329523200,Sat,5,Saturday
1329609600,Sun,6,Sunday
1329696e3,Mon,0,First working day of normal week
1329782400,Tues,1,Normal working Tuesday
1329868800,Wed,2,Normal working Wednesday
1329955200,Thurs,3,Normal working Thursday
1330041600,Fri,4,Last working day of normal week
1330128e3,Sat,5,Saturday
1330214400,Sun,6,Sunday
1330300800,Mon,0,First working day of normal week
1330387200,Tues,1,Normal working Tuesday
1330473600,Wed,2,Normal working Wednesday
133056e4,Thurs,3,Normal working Thursday
1330646400,Fri,4,Last working day of normal week
1330732800,Sat,5,Saturday
1330819200,Sun,6,Sunday
1330905600,Mon,0,First working day of normal week
1330992e3,Tues,1,Normal working Tuesday
1331078400,Wed,2,Normal working Wednesday
1331164800,Thurs,3,Normal working Thursday
1331251200,Fri,4,Last working day of normal week
1331337600,Sat,5,Saturday
1331424e3,Sun,6,Sunday
1331510400,Mon,0,First working day of normal week
1331596800,Tues,1,Normal working Tuesday
1331683200,Wed,2,Normal working Wednesday
1331769600,Thurs,3,Normal working Thursday
1331856e3,Fri,4,Last working day of normal week
1331942400,Sat,5,Saturday
1332028800,Sun,6,Sunday
1332115200,Mon,12,Bank Holidays including Good Friday
1332201600,Tues,0,First working day of normal week
1332288e3,Wed,2,Normal working Wednesday
1332374400,Thurs,3,Normal working Thursday
1332460800,Fri,4,Last working day of normal week
1332547200,Sat,5,Saturday
1332633600,Sun,6,Sunday
133272e4,Mon,0,First working day of normal week
1332806400,Tues,1,Normal working Tuesday
1332892800,Wed,2,Normal working Wednesday
1332979200,Thurs,3,Normal working Thursday
1333065600,Fri,4,Last working day of normal week
1333152e3,Sat,5,Saturday
1333238400,Sun,6,Sunday
1333324800,Mon,7,First day of week - school holiday
1333411200,Tues,9,Middle of week - school holiday
1333497600,Wed,9,Middle of week - school holiday
1333584e3,Thurs,9,Middle of week - school holiday
1333670400,Fri,12,Bank Holidays including Good Friday
1333756800,Sat,5,Saturday
1333843200,Sun,6,Sunday
1333929600,Mon,12,Bank Holidays including Good Friday
1334016e3,Tues,0,First working day of normal week
1334102400,Wed,9,Middle of week - school holiday
1334188800,Thurs,9,Middle of week - school holiday
1334275200,Fri,11,Last day of week - school holiday
1334361600,Sat,5,Saturday
1334448e3,Sun,6,Sunday
1334534400,Mon,0,First working day of normal week
1334620800,Tues,1,Normal working Tuesday
1334707200,Wed,2,Normal working Wednesday
1334793600,Thurs,3,Normal working Thursday
133488e4,Fri,4,Last working day of normal week
1334966400,Sat,5,Saturday
1335052800,Sun,6,Sunday
1335139200,Mon,0,First working day of normal week
1335225600,Tues,1,Normal working Tuesday
1335312e3,Wed,2,Normal working Wednesday
1335398400,Thurs,3,Normal working Thursday
1335484800,Fri,4,Last working day of normal week
1335571200,Sat,5,Saturday
1335657600,Sun,6,Sunday
1335744e3,Mon,0,First working day of normal week
1335830400,Tues,1,Normal working Tuesday
1335916800,Wed,2,Normal working Wednesday
1336003200,Thurs,3,Normal working Thursday
1336089600,Fri,4,Last working day of normal week
1336176e3,Sat,5,Saturday
1336262400,Sun,6,Sunday
1336348800,Mon,12,Bank Holidays including Good Friday
1336435200,Tues,0,First working day of normal week
1336521600,Wed,2,Normal working Wednesday
1336608e3,Thurs,3,Normal working Thursday
1336694400,Fri,4,Last working day of normal week
1336780800,Sat,5,Saturday
1336867200,Sun,6,Sunday
1336953600,Mon,0,First working day of normal week
133704e4,Tues,1,Normal working Tuesday
1337126400,Wed,2,Normal working Wednesday
1337212800,Thurs,3,Normal working Thursday
1337299200,Fri,4,Last working day of normal week
1337385600,Sat,5,Saturday
1337472e3,Sun,6,Sunday
1337558400,Mon,0,First working day of normal week
1337644800,Tues,1,Normal working Tuesday
1337731200,Wed,2,Normal working Wednesday
1337817600,Thurs,3,Normal working Thursday
1337904e3,Fri,4,Last working day of normal week
1337990400,Sat,5,Saturday
1338076800,Sun,6,Sunday
1338163200,Mon,0,First working day of normal week
1338249600,Tues,1,Normal working Tuesday
1338336e3,Wed,2,Normal working Wednesday
1338422400,Thurs,3,Normal working Thursday
1338508800,Fri,4,Last working day of normal week
1338595200,Sat,5,Saturday
1338681600,Sun,6,Sunday
1338768e3,Mon,12,Bank Holidays including Good Friday
1338854400,Tues,0,First working day of normal week
1338940800,Wed,2,Normal working Wednesday
1339027200,Thurs,3,Normal working Thursday
1339113600,Fri,4,Last working day of normal week
13392e5,Sat,5,Saturday
1339286400,Sun,6,Sunday
1339372800,Mon,0,First working day of normal week
1339459200,Tues,1,Normal working Tuesday
1339545600,Wed,2,Normal working Wednesday
1339632e3,Thurs,3,Normal working Thursday
1339718400,Fri,4,Last working day of normal week
1339804800,Sat,5,Saturday
1339891200,Sun,6,Sunday
1339977600,Mon,0,First working day of normal week
1340064e3,Tues,1,Normal working Tuesday
1340150400,Wed,2,Normal working Wednesday
1340236800,Thurs,3,Normal working Thursday
1340323200,Fri,4,Last working day of normal week
1340409600,Sat,5,Saturday
1340496e3,Sun,6,Sunday
1340582400,Mon,0,First working day of normal week
1340668800,Tues,1,Normal working Tuesday
1340755200,Wed,2,Normal working Wednesday
1340841600,Thurs,3,Normal working Thursday
1340928e3,Fri,4,Last working day of normal week
1341014400,Sat,5,Saturday
1341100800,Sun,6,Sunday
1341187200,Mon,7,First day of week - school holiday
1341273600,Tues,9,Middle of week - school holiday
134136e4,Wed,9,Middle of week - school holiday
1341446400,Thurs,9,Middle of week - school holiday
1341532800,Fri,11,Last day of week - school holiday
1341619200,Sat,5,Saturday
1341705600,Sun,6,Sunday
1341792e3,Mon,7,First day of week - school holiday
1341878400,Tues,9,Middle of week - school holiday
1341964800,Wed,9,Middle of week - school holiday
1342051200,Thurs,9,Middle of week - school holiday
1342137600,Fri,11,Last day of week - school holiday
1342224e3,Sat,5,Saturday
1342310400,Sun,6,Sunday
1342396800,Mon,7,First day of week - school holiday
1342483200,Tues,9,Middle of week - school holiday
1342569600,Wed,9,Middle of week - school holiday
1342656e3,Thurs,9,Middle of week - school holiday
1342742400,Fri,11,Last day of week - school holiday
1342828800,Sat,5,Saturday
1342915200,Sun,6,Sunday
1343001600,Mon,7,First day of week - school holiday
1343088e3,Tues,9,Middle of week - school holiday
1343174400,Wed,9,Middle of week - school holiday
1343260800,Thurs,9,Middle of week - school holiday
1343347200,Fri,11,Last day of week - school holiday
1343433600,Sat,5,Saturday
134352e4,Sun,6,Sunday
1343606400,Mon,7,First day of week - school holiday
1343692800,Tues,9,Middle of week - school holiday
1343779200,Wed,9,Middle of week - school holiday
1343865600,Thurs,9,Middle of week - school holiday
1343952e3,Fri,11,Last day of week - school holiday
1344038400,Sat,5,Saturday
1344124800,Sun,6,Sunday
1344211200,Mon,12,Bank Holidays including Good Friday
1344297600,Tues,0,First working day of normal week
1344384e3,Wed,9,Middle of week - school holiday
1344470400,Thurs,9,Middle of week - school holiday
1344556800,Fri,11,Last day of week - school holiday
1344643200,Sat,5,Saturday
1344729600,Sun,6,Sunday
1344816e3,Mon,7,First day of week - school holiday
1344902400,Tues,9,Middle of week - school holiday
1344988800,Wed,9,Middle of week - school holiday
1345075200,Thurs,9,Middle of week - school holiday
1345161600,Fri,11,Last day of week - school holiday
1345248e3,Sat,5,Saturday
1345334400,Sun,6,Sunday
1345420800,Mon,7,First day of week - school holiday
1345507200,Tues,9,Middle of week - school holiday
1345593600,Wed,9,Middle of week - school holiday
134568e4,Thurs,9,Middle of week - school holiday
1345766400,Fri,11,Last day of week - school holiday
1345852800,Sat,5,Saturday
1345939200,Sun,6,Sunday
1346025600,Mon,7,First day of week - school holiday
1346112e3,Tues,9,Middle of week - school holiday
1346198400,Wed,9,Middle of week - school holiday
1346284800,Thurs,9,Middle of week - school holiday
1346371200,Fri,11,Last day of week - school holiday
1346457600,Sat,5,Saturday
1346544e3,Sun,6,Sunday
1346630400,Mon,0,First working day of normal week
1346716800,Tues,1,Normal working Tuesday
1346803200,Wed,2,Normal working Wednesday
1346889600,Thurs,3,Normal working Thursday
1346976e3,Fri,4,Last working day of normal week
1347062400,Sat,5,Saturday
1347148800,Sun,6,Sunday
1347235200,Mon,0,First working day of normal week
1347321600,Tues,1,Normal working Tuesday
1347408e3,Wed,2,Normal working Wednesday
1347494400,Thurs,3,Normal working Thursday
1347580800,Fri,4,Last working day of normal week
1347667200,Sat,5,Saturday
1347753600,Sun,6,Sunday
134784e4,Mon,0,First working day of normal week
1347926400,Tues,1,Normal working Tuesday
1348012800,Wed,2,Normal working Wednesday
1348099200,Thurs,3,Normal working Thursday
1348185600,Fri,4,Last working day of normal week
1348272e3,Sat,5,Saturday
1348358400,Sun,6,Sunday
1348444800,Mon,0,First working day of normal week
1348531200,Tues,1,Normal working Tuesday
1348617600,Wed,2,Normal working Wednesday
1348704e3,Thurs,3,Normal working Thursday
1348790400,Fri,4,Last working day of normal week
1348876800,Sat,5,Saturday
1348963200,Sun,6,Sunday
1349049600,Mon,0,First working day of normal week
1349136e3,Tues,1,Normal working Tuesday
1349222400,Wed,2,Normal working Wednesday
1349308800,Thurs,3,Normal working Thursday
1349395200,Fri,4,Last working day of normal week
1349481600,Sat,5,Saturday
1349568e3,Sun,6,Sunday
1349654400,Mon,0,First working day of normal week
1349740800,Tues,1,Normal working Tuesday
1349827200,Wed,2,Normal working Wednesday
1349913600,Thurs,3,Normal working Thursday
135e7,Fri,4,Last working day of normal week
1350086400,Sat,5,Saturday
1350172800,Sun,6,Sunday
1350259200,Mon,0,First working day of normal week
1350345600,Tues,1,Normal working Tuesday
1350432e3,Wed,2,Normal working Wednesday
1350518400,Thurs,3,Normal working Thursday
1350604800,Fri,4,Last working day of normal week
1350691200,Sat,5,Saturday
1350777600,Sun,6,Sunday
1350864e3,Mon,0,First working day of normal week
1350950400,Tues,1,Normal working Tuesday
1351036800,Wed,2,Normal working Wednesday
1351123200,Thurs,3,Normal working Thursday
1351209600,Fri,4,Last working day of normal week
1351296e3,Sat,5,Saturday
1351382400,Sun,6,Sunday
1351468800,Mon,12,Bank Holidays including Good Friday
1351555200,Tues,0,First working day of normal week
1351641600,Wed,9,Middle of week - school holiday
1351728e3,Thurs,9,Middle of week - school holiday
1351814400,Fri,11,Last day of week - school holiday
1351900800,Sat,5,Saturday
1351987200,Sun,6,Sunday
1352073600,Mon,0,First working day of normal week
135216e4,Tues,1,Normal working Tuesday
1352246400,Wed,2,Normal working Wednesday
1352332800,Thurs,3,Normal working Thursday
1352419200,Fri,4,Last working day of normal week
1352505600,Sat,5,Saturday
1352592e3,Sun,6,Sunday
1352678400,Mon,0,First working day of normal week
1352764800,Tues,1,Normal working Tuesday
1352851200,Wed,2,Normal working Wednesday
1352937600,Thurs,3,Normal working Thursday
1353024e3,Fri,4,Last working day of normal week
1353110400,Sat,5,Saturday
1353196800,Sun,6,Sunday
1353283200,Mon,0,First working day of normal week
1353369600,Tues,1,Normal working Tuesday
1353456e3,Wed,2,Normal working Wednesday
1353542400,Thurs,3,Normal working Thursday
1353628800,Fri,4,Last working day of normal week
1353715200,Sat,5,Saturday
1353801600,Sun,6,Sunday
1353888e3,Mon,0,First working day of normal week
1353974400,Tues,1,Normal working Tuesday
1354060800,Wed,2,Normal working Wednesday
1354147200,Thurs,3,Normal working Thursday
1354233600,Fri,4,Last working day of normal week
135432e4,Sat,5,Saturday
1354406400,Sun,6,Sunday
1354492800,Mon,0,First working day of normal week
1354579200,Tues,1,Normal working Tuesday
1354665600,Wed,2,Normal working Wednesday
1354752e3,Thurs,3,Normal working Thursday
1354838400,Fri,4,Last working day of normal week
1354924800,Sat,5,Saturday
1355011200,Sun,6,Sunday
1355097600,Mon,0,First working day of normal week
1355184e3,Tues,1,Normal working Tuesday
1355270400,Wed,2,Normal working Wednesday
1355356800,Thurs,3,Normal working Thursday
1355443200,Fri,4,Last working day of normal week
1355529600,Sat,5,Saturday
1355616e3,Sun,6,Sunday
1355702400,Mon,0,First working day of normal week
1355788800,Tues,1,Normal working Tuesday
1355875200,Wed,2,Normal working Wednesday
1355961600,Thurs,3,Normal working Thursday
1356048e3,Fri,11,Last day of week - school holiday
1356134400,Sat,5,Saturday
1356220800,Sun,6,Sunday
1356307200,Mon,7,First day of week - school holiday
1356393600,Tues,14,Christmas Day / New Years Day
135648e4,Wed,13,Christmas period holidays
1356566400,Thurs,13,Christmas period holidays
1356652800,Fri,13,Christmas period holidays
1356739200,Sat,13,Christmas period holidays
1356825600,Sun,13,Christmas period holidays
1356912e3,Mon,13,Christmas period holidays
1356998400,Tues,14,Christmas Day / New Years Day
1357084800,Wed,9,Middle of week - school holiday
1357171200,Thurs,9,Middle of week - school holiday
1357257600,Fri,11,Last day of week - school holiday
1357344e3,Sat,5,Saturday
1357430400,Sun,6,Sunday
1357516800,Mon,0,First working day of normal week
1357603200,Tues,1,Normal working Tuesday
1357689600,Wed,2,Normal working Wednesday
1357776e3,Thurs,3,Normal working Thursday
1357862400,Fri,4,Last working day of normal week
1357948800,Sat,5,Saturday
1358035200,Sun,6,Sunday
1358121600,Mon,0,First working day of normal week
1358208e3,Tues,1,Normal working Tuesday
1358294400,Wed,2,Normal working Wednesday
1358380800,Thurs,3,Normal working Thursday
1358467200,Fri,4,Last working day of normal week
1358553600,Sat,5,Saturday
135864e4,Sun,6,Sunday
1358726400,Mon,0,First working day of normal week
1358812800,Tues,1,Normal working Tuesday
1358899200,Wed,2,Normal working Wednesday
1358985600,Thurs,3,Normal working Thursday
1359072e3,Fri,4,Last working day of normal week
1359158400,Sat,5,Saturday
1359244800,Sun,6,Sunday
1359331200,Mon,0,First working day of normal week
1359417600,Tues,1,Normal working Tuesday
1359504e3,Wed,2,Normal working Wednesday
1359590400,Thurs,3,Normal working Thursday
1359676800,Fri,4,Last working day of normal week
1359763200,Sat,5,Saturday
1359849600,Sun,6,Sunday
1359936e3,Mon,0,First working day of normal week
1360022400,Tues,1,Normal working Tuesday
1360108800,Wed,2,Normal working Wednesday
1360195200,Thurs,3,Normal working Thursday
1360281600,Fri,4,Last working day of normal week
1360368e3,Sat,5,Saturday
1360454400,Sun,6,Sunday
1360540800,Mon,7,First day of week - school holiday
1360627200,Tues,9,Middle of week - school holiday
1360713600,Wed,9,Middle of week - school holiday
13608e5,Thurs,9,Middle of week - school holiday
1360886400,Fri,11,Last day of week - school holiday
1360972800,Sat,5,Saturday
1361059200,Sun,6,Sunday
1361145600,Mon,0,First working day of normal week
1361232e3,Tues,1,Normal working Tuesday
1361318400,Wed,2,Normal working Wednesday
1361404800,Thurs,3,Normal working Thursday
1361491200,Fri,4,Last working day of normal week
1361577600,Sat,5,Saturday
1361664e3,Sun,6,Sunday
1361750400,Mon,0,First working day of normal week
1361836800,Tues,1,Normal working Tuesday
1361923200,Wed,2,Normal working Wednesday
1362009600,Thurs,3,Normal working Thursday
1362096e3,Fri,4,Last working day of normal week
1362182400,Sat,5,Saturday
1362268800,Sun,6,Sunday
1362355200,Mon,0,First working day of normal week
1362441600,Tues,1,Normal working Tuesday
1362528e3,Wed,2,Normal working Wednesday
1362614400,Thurs,3,Normal working Thursday
1362700800,Fri,4,Last working day of normal week
1362787200,Sat,5,Saturday
1362873600,Sun,6,Sunday
136296e4,Mon,0,First working day of normal week
1363046400,Tues,1,Normal working Tuesday
1363132800,Wed,2,Normal working Wednesday
1363219200,Thurs,3,Normal working Thursday
1363305600,Fri,4,Last working day of normal week
1363392e3,Sat,5,Saturday
1363478400,Sun,6,Sunday
1363564800,Mon,12,Bank Holidays including Good Friday
1363651200,Tues,0,First working day of normal week
1363737600,Wed,2,Normal working Wednesday
1363824e3,Thurs,3,Normal working Thursday
1363910400,Fri,4,Last working day of normal week
1363996800,Sat,5,Saturday
1364083200,Sun,6,Sunday
1364169600,Mon,7,First day of week - school holiday
1364256e3,Tues,9,Middle of week - school holiday
1364342400,Wed,9,Middle of week - school holiday
1364428800,Thurs,9,Middle of week - school holiday
1364515200,Fri,12,Bank Holidays including Good Friday
1364601600,Sat,5,Saturday
1364688e3,Sun,6,Sunday
1364774400,Mon,12,Bank Holidays including Good Friday
1364860800,Tues,0,First working day of normal week
1364947200,Wed,9,Middle of week - school holiday
1365033600,Thurs,9,Middle of week - school holiday
136512e4,Fri,11,Last day of week - school holiday
1365206400,Sat,5,Saturday
1365292800,Sun,6,Sunday
1365379200,Mon,0,First working day of normal week
1365465600,Tues,1,Normal working Tuesday
1365552e3,Wed,2,Normal working Wednesday
1365638400,Thurs,3,Normal working Thursday
1365724800,Fri,4,Last working day of normal week
1365811200,Sat,5,Saturday
1365897600,Sun,6,Sunday
1365984e3,Mon,0,First working day of normal week
1366070400,Tues,1,Normal working Tuesday
1366156800,Wed,2,Normal working Wednesday
1366243200,Thurs,3,Normal working Thursday
1366329600,Fri,4,Last working day of normal week
1366416e3,Sat,5,Saturday
1366502400,Sun,6,Sunday
1366588800,Mon,0,First working day of normal week
1366675200,Tues,1,Normal working Tuesday
1366761600,Wed,2,Normal working Wednesday
1366848e3,Thurs,3,Normal working Thursday
1366934400,Fri,4,Last working day of normal week
1367020800,Sat,5,Saturday
1367107200,Sun,6,Sunday
1367193600,Mon,0,First working day of normal week
136728e4,Tues,1,Normal working Tuesday
1367366400,Wed,2,Normal working Wednesday
1367452800,Thurs,3,Normal working Thursday
1367539200,Fri,4,Last working day of normal week
1367625600,Sat,5,Saturday
1367712e3,Sun,6,Sunday
1367798400,Mon,12,Bank Holidays including Good Friday
1367884800,Tues,0,First working day of normal week
1367971200,Wed,2,Normal working Wednesday
1368057600,Thurs,3,Normal working Thursday
1368144e3,Fri,4,Last working day of normal week
1368230400,Sat,5,Saturday
1368316800,Sun,6,Sunday
1368403200,Mon,0,First working day of normal week
1368489600,Tues,1,Normal working Tuesday
1368576e3,Wed,2,Normal working Wednesday
1368662400,Thurs,3,Normal working Thursday
1368748800,Fri,4,Last working day of normal week
1368835200,Sat,5,Saturday
1368921600,Sun,6,Sunday
1369008e3,Mon,0,First working day of normal week
1369094400,Tues,1,Normal working Tuesday
1369180800,Wed,2,Normal working Wednesday
1369267200,Thurs,3,Normal working Thursday
1369353600,Fri,4,Last working day of normal week
136944e4,Sat,5,Saturday
1369526400,Sun,6,Sunday
1369612800,Mon,0,First working day of normal week
1369699200,Tues,1,Normal working Tuesday
1369785600,Wed,2,Normal working Wednesday
1369872e3,Thurs,3,Normal working Thursday
1369958400,Fri,4,Last working day of normal week
1370044800,Sat,5,Saturday
1370131200,Sun,6,Sunday
1370217600,Mon,12,Bank Holidays including Good Friday
1370304e3,Tues,0,First working day of normal week
1370390400,Wed,2,Normal working Wednesday
1370476800,Thurs,3,Normal working Thursday
1370563200,Fri,4,Last working day of normal week
1370649600,Sat,5,Saturday
1370736e3,Sun,6,Sunday
1370822400,Mon,0,First working day of normal week
1370908800,Tues,1,Normal working Tuesday
1370995200,Wed,2,Normal working Wednesday
1371081600,Thurs,3,Normal working Thursday
1371168e3,Fri,4,Last working day of normal week
1371254400,Sat,5,Saturday
1371340800,Sun,6,Sunday
1371427200,Mon,0,First working day of normal week
1371513600,Tues,1,Normal working Tuesday
13716e5,Wed,2,Normal working Wednesday
1371686400,Thurs,3,Normal working Thursday
1371772800,Fri,4,Last working day of normal week
1371859200,Sat,5,Saturday
1371945600,Sun,6,Sunday
1372032e3,Mon,0,First working day of normal week
1372118400,Tues,1,Normal working Tuesday
1372204800,Wed,2,Normal working Wednesday
1372291200,Thurs,3,Normal working Thursday
1372377600,Fri,4,Last working day of normal week
1372464e3,Sat,5,Saturday
1372550400,Sun,6,Sunday
1372636800,Mon,7,First day of week - school holiday
1372723200,Tues,9,Middle of week - school holiday
1372809600,Wed,9,Middle of week - school holiday
1372896e3,Thurs,9,Middle of week - school holiday
1372982400,Fri,11,Last day of week - school holiday
1373068800,Sat,5,Saturday
1373155200,Sun,6,Sunday
1373241600,Mon,7,First day of week - school holiday
1373328e3,Tues,9,Middle of week - school holiday
1373414400,Wed,9,Middle of week - school holiday
1373500800,Thurs,9,Middle of week - school holiday
1373587200,Fri,11,Last day of week - school holiday
1373673600,Sat,5,Saturday
137376e4,Sun,6,Sunday
1373846400,Mon,7,First day of week - school holiday
1373932800,Tues,9,Middle of week - school holiday
1374019200,Wed,9,Middle of week - school holiday
1374105600,Thurs,9,Middle of week - school holiday
1374192e3,Fri,11,Last day of week - school holiday
1374278400,Sat,5,Saturday
1374364800,Sun,6,Sunday
1374451200,Mon,7,First day of week - school holiday
1374537600,Tues,9,Middle of week - school holiday
1374624e3,Wed,9,Middle of week - school holiday
1374710400,Thurs,9,Middle of week - school holiday
1374796800,Fri,11,Last day of week - school holiday
1374883200,Sat,5,Saturday
1374969600,Sun,6,Sunday
1375056e3,Mon,7,First day of week - school holiday
1375142400,Tues,9,Middle of week - school holiday
1375228800,Wed,9,Middle of week - school holiday
1375315200,Thurs,9,Middle of week - school holiday
1375401600,Fri,11,Last day of week - school holiday
1375488e3,Sat,5,Saturday
1375574400,Sun,6,Sunday
1375660800,Mon,12,Bank Holidays including Good Friday
1375747200,Tues,0,First working day of normal week
1375833600,Wed,9,Middle of week - school holiday
137592e4,Thurs,9,Middle of week - school holiday
1376006400,Fri,11,Last day of week - school holiday
1376092800,Sat,5,Saturday
1376179200,Sun,6,Sunday
1376265600,Mon,7,First day of week - school holiday
1376352e3,Tues,9,Middle of week - school holiday
1376438400,Wed,9,Middle of week - school holiday
1376524800,Thurs,9,Middle of week - school holiday
1376611200,Fri,11,Last day of week - school holiday
1376697600,Sat,5,Saturday
1376784e3,Sun,6,Sunday
1376870400,Mon,7,First day of week - school holiday
1376956800,Tues,9,Middle of week - school holiday
1377043200,Wed,9,Middle of week - school holiday
1377129600,Thurs,9,Middle of week - school holiday
1377216e3,Fri,11,Last day of week - school holiday
1377302400,Sat,5,Saturday
1377388800,Sun,6,Sunday
1377475200,Mon,7,First day of week - school holiday
1377561600,Tues,9,Middle of week - school holiday
1377648e3,Wed,9,Middle of week - school holiday
1377734400,Thurs,9,Middle of week - school holiday
1377820800,Fri,11,Last day of week - school holiday
1377907200,Sat,5,Saturday
1377993600,Sun,6,Sunday
137808e4,Mon,0,First working day of normal week
1378166400,Tues,1,Normal working Tuesday
1378252800,Wed,2,Normal working Wednesday
1378339200,Thurs,3,Normal working Thursday
1378425600,Fri,4,Last working day of normal week
1378512e3,Sat,5,Saturday
1378598400,Sun,6,Sunday
1378684800,Mon,0,First working day of normal week
1378771200,Tues,1,Normal working Tuesday
1378857600,Wed,2,Normal working Wednesday
1378944e3,Thurs,3,Normal working Thursday
1379030400,Fri,4,Last working day of normal week
1379116800,Sat,5,Saturday
1379203200,Sun,6,Sunday
1379289600,Mon,0,First working day of normal week
1379376e3,Tues,1,Normal working Tuesday
1379462400,Wed,2,Normal working Wednesday
1379548800,Thurs,3,Normal working Thursday
1379635200,Fri,4,Last working day of normal week
1379721600,Sat,5,Saturday
1379808e3,Sun,6,Sunday
1379894400,Mon,0,First working day of normal week
1379980800,Tues,1,Normal working Tuesday
1380067200,Wed,2,Normal working Wednesday
1380153600,Thurs,3,Normal working Thursday
138024e4,Fri,4,Last working day of normal week
1380326400,Sat,5,Saturday
1380412800,Sun,6,Sunday
1380499200,Mon,0,First working day of normal week
1380585600,Tues,1,Normal working Tuesday
1380672e3,Wed,2,Normal working Wednesday
1380758400,Thurs,3,Normal working Thursday
1380844800,Fri,4,Last working day of normal week
1380931200,Sat,5,Saturday
1381017600,Sun,6,Sunday
1381104e3,Mon,0,First working day of normal week
1381190400,Tues,1,Normal working Tuesday
1381276800,Wed,2,Normal working Wednesday
1381363200,Thurs,3,Normal working Thursday
1381449600,Fri,4,Last working day of normal week
1381536e3,Sat,5,Saturday
1381622400,Sun,6,Sunday
1381708800,Mon,0,First working day of normal week
1381795200,Tues,1,Normal working Tuesday
1381881600,Wed,2,Normal working Wednesday
1381968e3,Thurs,3,Normal working Thursday
1382054400,Fri,4,Last working day of normal week
1382140800,Sat,5,Saturday
1382227200,Sun,6,Sunday
1382313600,Mon,0,First working day of normal week
13824e5,Tues,1,Normal working Tuesday
1382486400,Wed,2,Normal working Wednesday
1382572800,Thurs,3,Normal working Thursday
1382659200,Fri,4,Last working day of normal week
1382745600,Sat,5,Saturday
1382832e3,Sun,6,Sunday
1382918400,Mon,12,Bank Holidays including Good Friday
